t,2024_EU27.Elec,2025_EU27.Elec,2026_EU27.Elec,2027_EU27.Elec,2028_EU27.Elec,2029_EU27.Elec,2030_EU27.Elec,2031_EU27.Elec,2032_EU27.Elec,2033_EU27.Elec,2034_EU27.Elec,2035_EU27.Elec,2036_EU27.Elec,2037_EU27.Elec,2038_EU27.Elec,2039_EU27.Elec,2040_EU27.Elec,2041_EU27.Elec,2042_EU27.Elec,2043_EU27.Elec,2044_EU27.Elec,2045_EU27.Elec,2046_EU27.Elec,2047_EU27.Elec,2048_EU27.Elec,2049_EU27.Elec,2050_EU27.Elec
6203,314297.1068371459,331109.9020301278,347922.6972231097,364735.4924160916,381548.2876090735,398373.6955516375,386308.00518963364,396557.4596118105,406811.62502208375,417065.790432357,427319.9558426303,437574.1212529036,447840.899412759,458095.0648230323,468349.2302333055,478603.3956435788,445786.09886419575,460466.2617444731,475147.50225807464,489828.7427716762,504509.9832852778,519191.2237988794,533872.464312481,548553.7048260826,563234.9453396841,577954.0241020321,512452.1702730558
6204,312623.65172158653,329346.9282473249,346070.2047730633,362793.48129880166,379516.7578245401,396252.5799440712,384251.1325891451,394446.01443791494,404645.58219142223,414845.1499449296,425044.717698437,435244.28545194434,445456.39879924443,455655.96655275184,465855.5343062591,476055.1020597665,443412.5389065595,458014.5381857892,472617.6093605525,487220.68053531577,501823.7517100791,516426.8228848424,531029.8940596057,545632.9652343689,560236.0364091323,574876.7443652739,509723.6510243332
6205,310969.1626652886,327603.9350812294,344238.7074971703,360873.47991311114,377508.25232905196,394155.50394410454,382217.57149983576,392358.49927201495,402504.0881498543,412649.67702769366,422795.26590553304,432940.85478337243,443098.92286032357,453244.51173816295,463390.1006160023,473535.6894938417,441065.8796278831,455590.60117116885,470116.38893722673,484642.17670328455,499167.96446934243,513693.7522354003,528219.5400014583,542745.327767516,557271.1155335739,571834.340896967,507026.0553763014
6206,308937.6732454539,325463.77455113194,341989.8758568099,358515.9771624879,375042.0784681659,391580.577449242,379720.63274899055,389795.3121919145,399874.6222905762,409953.9323892381,420033.24248789996,430112.55258656177,440204.26036062173,450283.57045928354,460362.8805579453,470442.19065660716,438184.4985281161,452614.33343412785,467045.2275975256,481476.1217609233,495907.015924321,510337.9100877188,524768.8042511166,539199.6984145143,553630.592577912,568098.6797675041,503713.7717458305
6207,306438.9662744713,322831.40345268353,339223.84063089575,355616.27780910797,372008.7149873202,388413.4495677666,376649.42883232876,386642.6236460393,396640.4116624582,406638.19967887725,416635.98769529624,426633.7757117153,436643.8611303685,446641.64914678753,456639.43716320646,466637.2251796255,434640.43525623786,448953.56076682045,463267.7369674499,477581.9131680792,491896.08936870866,506210.2655693381,520524.44176996755,534838.6179705969,549152.7941712263,563503.8625785585,499639.7036672467
6208,305817.8516125649,322177.063306435,338536.2750003051,354895.48669417517,371254.6983880453,387626.182558805,375886.00606827694,385858.9458866991,395836.4695979641,405813.9933092292,415791.5170204943,425769.04073175945,435758.83691991423,445736.36063117936,455713.88434244436,465691.4080537095,433759.47174733074,448043.5862864288,462328.7493859523,476613.9124854757,490899.0755849992,505184.2386845227,519469.4017840462,533754.5648835696,548039.7279830931,562361.7085132855,498626.9945154336
6209,305920.32920658914,322285.0227670203,338649.7163274514,355014.4098878826,371379.1034483137,387756.07359806244,376011.96304994484,385988.2447363205,395969.1118515722,405949.97896682384,415930.84608207556,425911.7131973273,435904.8569018966,445885.7240171483,455866.5911324,465847.4582476517,433904.8217549105,448193.72280886705,462483.6727746149,476773.6227403626,491063.5727061104,505353.5226718583,519643.47263760614,533933.4226033539,548223.3725691017,562550.1523028024,498794.0812124464
6210,311291.73785776494,327943.76589116914,344595.7939245734,361247.82195797766,377899.8499913819,394564.37016884726,382614.054243133,392765.50142405345,402921.614545702,413077.7276673507,423233.84078899934,433389.953910648,443558.55917635775,453714.6722980064,463870.78541965503,474026.8985413037,441523.40702319215,456063.19538148725,470604.051068571,485144.9067556546,499685.76244273834,514226.618129822,528767.4738169058,543308.3295039893,557849.1851910731,572427.51731034,507552.00472125155
6211,306475.86163248314,322870.2724658272,339264.6832991712,355659.09413251525,372053.5049658593,388460.214682049,376694.7775544272,386689.1755522654,396688.1673058353,406687.1590594052,416686.1508129752,426685.1425665451,436696.43320296076,446695.4249565307,456694.41671010054,466693.40846367046,434692.7661156588,449007.6149315259,463323.5145639434,477639.41419636074,491955.3138287782,506271.2134611957,520587.1130936132,534903.0127260305,549218.912358448,563571.7086394026,499699.8604611683
6212,288392.59919047105,303819.67630917154,319246.753427872,334673.8305465726,350100.90766527306,365539.5579851128,354468.32720115053,363873.01702105225,373282.02954731137,382691.0420735706,392100.0545998298,401509.067126089,410929.6528534875,420338.6653797467,429747.6779060059,439156.69043226505,409044.20988208527,422514.427193937,435985.6333200941,449456.83944625116,462928.04557240824,476399.2516985653,489870.45782472246,503341.6639508795,516812.87007703655,530318.7958066115,470215.6339683423
6213,268989.7688951295,283378.924235922,297768.07957671443,312157.2349175069,326546.3902582994,340946.34016423876,330619.97319670155,339391.9227830879,348167.90424750216,356943.8857119165,365719.8671763308,374495.84864074516,383282.62467030634,392058.60613472067,400834.58759913495,409610.5690635493,381524.0328390109,394087.9843823343,406652.8582133039,419217.7320442734,431782.60587524297,444347.4797062126,456912.35353718215,469477.2273681517,482042.1011991213,494639.3587255315,438579.8909787017
6214,252726.83914496447,266246.03640730394,279765.23366964346,293284.43093198293,306803.6281943224,320332.967390092,310630.9252110302,318872.5289761559,327117.920854837,335363.3127335182,343608.7046121994,351854.09649088053,360109.63030299183,368355.02218167303,376600.4140603541,384845.8059390353,358457.3616806758,370261.7056665341,382066.9161791846,393872.1266918351,405677.33720448567,417482.5477171362,429287.75822978676,441092.96874243725,452898.1792550878,464733.81556802866,412063.6632942115
6215,237408.6455212577,250108.42177551496,262808.1980297722,275507.97428402945,288207.75053828675,300917.0540065382,291803.0687237959,299545.13519137463,307290.7601686523,315036.38514592993,322782.01012320764,330527.63510048535,338282.7872917572,346028.4122690349,353774.03724631254,361519.66222359025,336730.66541586764,347819.52849994285,358909.2055891818,369998.88267842063,381088.5597676595,392178.23685689847,403267.91394613736,414357.5910353762,425447.26812461513,436565.52685583656,387087.8000222698
6216,227007.91162981055,239151.3181149238,251294.7246000371,263438.13108515035,275581.5375702636,287734.0538876988,279019.3469690963,286422.238033343,293828.5317110602,301234.8253887774,308641.1190664947,316047.41274421196,323462.8162542511,330869.1099319684,338275.40360968554,345681.6972874028,321978.6919298525,332581.7584084885,343185.60323119804,353789.44805390754,364393.2928766171,374997.1376993267,385600.98252203624,396204.82734474575,406808.67216745537,417439.8464871306,370129.70992484386
6217,221269.04271411465,233105.45805734332,244941.87340057196,256778.2887438006,268614.70408702927,280459.9989616482,271965.60401493026,279181.3464414495,286400.4054617382,293619.46448202693,300838.5235023157,308057.58252260444,315285.52107428346,322504.5800945722,329723.6391148609,336942.69813514967,313838.91612483154,324173.9319959428,334509.70653421595,344845.4810724891,355181.2556107623,365517.0301490355,375852.8046873087,386188.57922558184,396524.35376385506,406886.766896299,360772.65328389686
6218,218408.34462809807,230091.73173790405,241775.11884771,253458.50595751597,265141.8930673219,276834.0449086431,268449.47056343313,275571.9235704495,282697.65029233415,289823.37701421883,296949.1037361035,304074.83045798814,311209.3219113881,318335.0486332727,325460.7753551573,332586.502077042,309781.4195330657,319982.81815813656,330184.9656418681,340387.11312559963,350589.26060933113,360791.4080930627,370993.55557679426,381195.70306052576,391397.8505442573,401626.29222253454,356108.36936023104
6219,220887.52435752397,232703.5310178466,244519.5376781692,256335.54433849183,268151.55099881446,279976.4218801876,271496.67321005923,278699.97404891497,285906.58576297516,293113.1974770354,300319.80919109564,307526.4209051559,314741.8968402666,321948.50855432684,329155.120268387,336361.73198244727,313297.7861680809,323614.9821118217,333932.93541460903,344250.88871739636,354568.84202018374,364886.79532297107,375204.74862575845,385522.7019285458,395840.6552313331,406185.201197272,360150.59884692996
6220,234335.45908824817,246870.84040229104,259406.22171633394,271941.60303037683,284476.98434441973,297021.7695454199,288025.7621731285,295667.6098235728,303312.9699198345,310958.33001609624,318603.69011235796,326249.0502086197,333903.81419183867,341549.1742881004,349194.53438436205,356839.89448062377,332371.784085905,343317.1050360674,354263.22945433145,365209.3538725954,376155.47829085944,387101.60270912346,398047.7271273875,408993.85154565144,419939.97596391547,430914.3120430513,382077.0601109238
6221,266391.238056569,280641.38935996825,294891.54066336754,309141.69196676684,323391.8432701661,337652.6848596144,327426.0740394045,336113.28366854956,344804.4862264367,353495.68878432387,362186.89134221105,370878.09390009823,379579.9867440345,388271.1893019217,396962.3918598088,405653.594417696,377838.38349607744,390280.9630791453,402724.4560402531,415167.9490013609,427611.4419624688,440054.93492357666,452498.4278846845,464941.9208457923,477385.41380690015,489860.9776261552,434343.0630258699
6222,292546.48005038284,308195.7620403166,323845.0440302504,339494.3260201842,355143.608010118,370804.62989651837,359573.93394674297,369114.08480533276,378658.62063265167,388203.15645997063,397747.6922872896,407292.22811460856,416848.5038383941,426393.0396657131,435937.575493032,445482.11132035096,414935.9037710978,428600.1402014277,442265.37968851166,455930.6191755956,469595.85866267956,483261.0981497636,496926.3376368476,510591.5771239315,524256.81661101547,537957.2757874992,476988.414294381
6223,306563.70092901314,322962.8105778102,339361.92022660736,355761.02987540443,372160.1395242015,388571.5515808371,376802.74235168943,386800.0048520849,396801.86242483207,406803.7199975793,416805.5775703265,426807.43514307373,436821.59512365947,446823.4526964067,456825.31026915385,466827.1678419011,434817.3537637003,449136.3053700555,463456.30809413636,477776.31081821717,492096.3135422981,506416.31626637897,520736.3189904599,535056.3217145407,549376.3244386216,563733.2343862181,499843.07984551153
6224,312547.2358138094,329266.4245990659,345985.6133843225,362704.802169579,379423.99095483555,396155.72226731287,384157.20847639965,394349.5983475252,404546.672977993,414743.7476084608,424940.8222389286,435137.89686939644,445347.514027085,455544.5886575528,465741.6632880205,475938.73791848833,443304.15372362884,457902.5837750533,472502.0854600035,487101.58714495366,501701.0888299039,516300.5905148541,530900.0921998044,545499.5938847545,560099.0955697047,574736.2248363171,509599.0571387011
6225,314683.86606567906,331517.35029319825,348350.8345207174,365184.3187482366,382017.80297575577,398863.91547351313,386783.3776407734,397045.4445592125,407312.2282628682,417579.0119665239,427845.79567017965,438112.5793738354,448391.99134772934,458658.77505138505,468925.55875504075,479192.34245869645,446334.66225831205,461032.88985616644,475732.19641343004,490431.5029706935,505130.80952795706,519830.11608522065,534529.4226424842,549228.7291997477,563928.0357570113,578665.2271249894,513082.76979727484
6226,318867.746399468,335925.04026962694,352982.3341397859,370039.62800994486,387096.92188010376,404167.0119197077,391925.85725811083,402324.36351963057,412727.6492783996,423130.93503716873,433534.2207959379,443937.506554707,454353.58848292107,464756.8742416902,475160.16000045923,485563.4457592284,452268.90616810665,467162.5540973465,482057.2953313038,496952.03656526096,511846.77779921825,526741.5190331755,541636.2602671328,556531.00150109,571425.7427350472,586358.8724773395,519904.4633813772
6227,317321.7462458471,334296.33943761693,351270.93262938684,368245.52582115674,385220.11901292665,402207.4463331225,390025.6417538121,400373.73183978803,410726.57825007226,421079.42466035654,431432.2710706408,441785.1174809251,452150.6980196353,462503.54442991957,472856.3908402038,483209.2372504881,450076.12309014075,464897.5605739951,479720.0860617822,494542.61154956924,509365.1370373563,524187.6625251434,539010.1880129304,553832.7135007175,568655.2389885046,583515.9668615694,517383.75569196144
6228,314871.2248597287,331714.7315308639,348558.2382019991,365401.7448731343,382245.25154426956,399101.39400435536,387013.6635721725,397281.84039547056,407554.7368122994,417827.6332291283,428100.5296459572,438373.42606278614,448658.95826856565,458931.85468539456,469204.7511022234,479477.6475190523,446600.40427142754,461307.3830081053,476015.44134659093,490723.49968507653,505431.55802356225,520139.6163620479,534847.6747005336,549555.7330390192,564263.7913775049,579009.7570828423,513388.252789456
6229,311687.67574587045,328360.8838107705,345034.0918756706,361707.2999405707,378380.5080054708,395066.2241034278,383100.708343364,393265.06734322855,403434.0982185202,413603.12909381185,423772.1599691035,433941.19084439514,444122.72975274373,454291.7606280354,464460.791503327,474629.8223786187,442084.989050807,456643.27084273996,471202.62132101733,485761.97179929464,500321.322277572,514880.6727558494,529440.0232341267,543999.373712404,558558.7241906814,573155.5987681296,508197.5697794057
6230,309377.5260260422,325927.15651654,342476.7870070378,359026.4174975355,375576.04798803333,392138.09380523063,380261.26340243855,390350.28676049574,400443.9473672284,410537.6079739611,420631.2685806938,430724.9291874266,440831.0051208588,450924.66572759155,461018.3263343242,471111.9869410569,438808.36763434566,453258.74714710657,467710.18742538075,482161.6277036548,496613.06798192894,511064.5082602031,525515.9485384773,539967.3888167513,554418.8290950254,568907.5153533983,504430.93874199345
